SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
20MICRONS, EQ, 22-Mar-2022, 77.70, 79.90, 79.90, 75.20, 77.00, 76.60, 76.97, 126510, 97.38, 2048, 61477, 48.59
21STCENMGM, EQ, 22-Mar-2022, 27.55, 28.05, 28.10, 27.00, 28.10, 28.10, 27.72, 94337, 26.15, 289, 77494, 82.15
3IINFOLTD, EQ, 22-Mar-2022, 54.55, 55.00, 57.25, 54.10, 57.25, 57.15, 55.97, 1204129, 673.91, 5789, 681101, 56.56
3MINDIA, EQ, 22-Mar-2022, 19802.90, 19949.00, 20199.80, 19600.00, 19980.00, 20040.90, 19828.21, 6677, 1323.93, 3328, 4518, 67.67
3PLAND, BE, 22-Mar-2022, 15.70, 15.55, 16.30, 15.55, 16.00, 16.00, 16.11, 2627, 0.42, 35, -, -
509GS2022, GS, 22-Mar-2022, 101.75, 101.20, 101.20, 101.20, 101.20, 101.20, 101.20, 100, 0.10, 1, 100, 100.00
563GS2026, GS, 22-Mar-2022, 98.95, 98.95, 98.95, 94.06, 96.10, 96.10, 96.04, 106, 0.10, 4, 106, 100.00
5PAISA, EQ, 22-Mar-2022, 367.85, 368.90, 377.80, 356.00, 364.40, 362.35, 367.97, 34192, 125.82, 2153, 12051, 35.25
63MOONS, BE, 22-Mar-2022, 219.60, 223.95, 223.95, 212.35, 222.15, 220.25, 217.07, 56228, 122.06, 668, -, -
667GS2050, GS, 22-Mar-2022, 96.24, 96.26, 96.60, 96.26, 96.50, 96.50, 96.52, 4639, 4.48, 17, 4439, 95.69
676GS2061, GS, 22-Mar-2022, 95.60, 95.45, 96.00, 95.45, 96.00, 96.00, 95.55, 550, 0.53, 2, 550, 100.00
699GS2051, GS, 22-Mar-2022, 102.67, 102.65, 102.65, 102.65, 102.65, 102.65, 102.65, 1, 0.00, 1, 1, 100.00
716GS2050, GS, 22-Mar-2022, 103.00, 102.00, 103.50, 102.00, 102.80, 102.95, 102.40, 3527, 3.61, 9, 3527, 100.00
759GS2026, GS, 22-Mar-2022, 107.50, 107.25, 107.25, 107.25, 107.25, 107.25, 107.25, 50, 0.05, 1, 50, 100.00
762GS2039, GS, 22-Mar-2022, 109.70, 109.70, 109.70, 109.70, 109.70, 109.70, 109.70, 200, 0.22, 2, 200, 100.00
A2ZINFRA, EQ, 22-Mar-2022, 10.10, 10.25, 10.25, 9.95, 10.00, 10.05, 10.10, 265896, 26.84, 535, 232964, 87.61
AAATECH, SM, 22-Mar-2022, 70.00, 70.70, 70.70, 70.70, 70.70, 70.70, 70.70, 3000, 2.12, 1, 3000, 100.00
AAKASH, BE, 22-Mar-2022, 26.10, 26.00, 26.45, 24.80, 24.95, 25.00, 25.45, 161175, 41.03, 428, -, -
AAREYDRUGS, EQ, 22-Mar-2022, 42.80, 44.35, 44.35, 41.65, 43.05, 42.70, 42.80, 59480, 25.46, 874, 33645, 56.57
AARON, EQ, 22-Mar-2022, 111.85, 115.95, 115.95, 108.15, 108.20, 110.05, 112.53, 4878, 5.49, 172, 1661, 34.05
AARTIDRUGS, EQ, 22-Mar-2022, 452.20, 452.00, 459.60, 450.10, 451.00, 451.25, 453.48, 114477, 519.13, 4802, 68555, 59.89
AARTIIND, EQ, 22-Mar-2022, 911.35, 912.00, 916.05, 893.00, 910.25, 908.35, 903.64, 527993, 4771.18, 25562, 151829, 28.76
AARTISURF, EQ, 22-Mar-2022, 777.90, 780.00, 782.80, 765.00, 768.75, 767.15, 771.48, 11620, 89.65, 1260, 6865, 59.08
AARVEEDEN, EQ, 22-Mar-2022, 25.15, 24.20, 25.70, 24.20, 25.05, 25.05, 25.15, 6036, 1.52, 133, 4354, 72.13
AARVI, EQ, 22-Mar-2022, 90.85, 92.50, 92.50, 89.90, 90.05, 90.05, 90.85, 13092, 11.89, 227, 7957, 60.78
AAVAS, EQ, 22-Mar-2022, 2396.90, 2401.20, 2409.50, 2322.10, 2325.00, 2342.25, 2347.77, 175079, 4110.45, 22661, 106051, 60.57
ABAN, EQ, 22-Mar-2022, 52.60, 53.20, 53.30, 50.10, 50.30, 50.35, 51.34, 243613, 125.06, 3129, 122691, 50.36
ABB, EQ, 22-Mar-2022, 2091.45, 2100.00, 2101.15, 2058.00, 2066.00, 2077.15, 2079.33, 96849, 2013.81, 13761, 46720, 48.24
ABBOTINDIA, EQ, 22-Mar-2022, 17251.90, 17285.95, 17285.95, 16650.50, 16700.00, 16685.60, 16784.04, 19462, 3266.51, 6191, 9512, 48.87
ABCAPITAL, EQ, 22-Mar-2022, 107.80, 107.20, 110.00, 106.40, 108.50, 108.95, 108.15, 2884197, 3119.16, 16310, 773261, 26.81
ABCOTS, SM, 22-Mar-2022, 48.90, 48.80, 48.80, 48.80, 48.80, 48.80, 48.80, 4000, 1.95, 1, 4000, 100.00
ABFRL, EQ, 22-Mar-2022, 286.50, 287.70, 290.20, 281.20, 288.30, 288.70, 286.38, 1951163, 5587.80, 25924, 635035, 32.55
ABMINTLLTD, EQ, 22-Mar-2022, 92.50, 93.60, 95.75, 92.50, 93.50, 92.80, 93.70, 1492, 1.40, 47, 658, 44.10
ABSLAMC, EQ, 22-Mar-2022, 502.45, 499.95, 504.65, 497.45, 501.25, 501.90, 502.06, 129554, 650.44, 4895, 74483, 57.49
ABSLBANETF, EQ, 22-Mar-2022, 35.95, 35.95, 36.50, 35.25, 36.20, 36.10, 35.57, 20671, 7.35, 162, 5713, 27.64
ABSLNN50ET, EQ, 22-Mar-2022, 41.49, 42.00, 42.00, 40.76, 41.26, 41.26, 41.24, 7696, 3.17, 74, 7199, 93.54
ACC, EQ, 22-Mar-2022, 2055.75, 2054.95, 2074.70, 2025.00, 2062.45, 2058.30, 2048.80, 452916, 9279.33, 31723, 156505, 34.55
ACCELYA, EQ, 22-Mar-2022, 1002.75, 1015.00, 1016.00, 990.05, 999.00, 995.65, 1004.74, 22528, 226.35, 1869, 15025, 66.69
ACCORD, SM, 22-Mar-2022, 28.00, 26.60, 26.60, 26.60, 26.60, 26.60, 26.60, 2000, 0.53, 1, 2000, 100.00
ACCURACY, EQ, 22-Mar-2022, 242.50, 239.10, 252.00, 239.10, 242.30, 246.35, 245.71, 34519, 84.82, 896, 20383, 59.05
ACE, EQ, 22-Mar-2022, 214.10, 216.30, 216.30, 213.00, 214.90, 214.70, 214.82, 140509, 301.84, 2805, 55751, 39.68
ACRYSIL, EQ, 22-Mar-2022, 784.25, 784.00, 799.80, 771.15, 787.00, 787.55, 787.08, 75755, 596.26, 6955, 25576, 33.76
ADANIENT, EQ, 22-Mar-2022, 1802.95, 1802.95, 1837.00, 1790.00, 1832.00, 1831.55, 1815.39, 964066, 17501.54, 28508, 153298, 15.90
ADANIGREEN, EQ, 22-Mar-2022, 1876.05, 1860.00, 1905.00, 1855.00, 1875.00, 1877.45, 1879.02, 337757, 6346.52, 22703, 126041, 37.32
ADANIPORTS, EQ, 22-Mar-2022, 735.15, 735.00, 743.90, 723.05, 739.00, 739.15, 733.94, 5010054, 36770.58, 83770, 1215863, 24.27
ADANIPOWER, EQ, 22-Mar-2022, 124.55, 124.50, 124.75, 122.30, 123.65, 123.75, 123.36, 11802958, 14559.78, 45126, 2673752, 22.65
