SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
20MICRONS, EQ, 13-Jan-2022, 83.05, 83.50, 91.35, 82.70, 91.35, 91.35, 88.32, 1378325, 1217.39, 11746, 728172, 52.83
21STCENMGM, EQ, 13-Jan-2022, 47.85, 48.30, 48.30, 46.90, 47.00, 46.90, 47.16, 23394, 11.03, 282, 18732, 80.07
3IINFOLTD, EQ, 13-Jan-2022, 86.90, 87.65, 89.00, 87.55, 88.40, 88.25, 88.15, 1198599, 1056.54, 9119, 741576, 61.87
3MINDIA, EQ, 13-Jan-2022, 25189.30, 25319.00, 25319.00, 24751.10, 25236.05, 25267.60, 25001.70, 3078, 769.55, 1254, 2118, 68.81
3PLAND, BE, 13-Jan-2022, 25.05, 26.25, 26.30, 25.10, 26.25, 26.15, 26.04, 66606, 17.35, 513, -, -
5PAISA, EQ, 13-Jan-2022, 424.50, 434.00, 434.00, 420.40, 426.00, 425.15, 426.60, 27040, 115.35, 904, 18802, 69.53
610GS2031, GS, 13-Jan-2022, 97.12, 98.25, 98.25, 98.00, 98.00, 98.20, 98.21, 1200, 1.18, 2, 1200, 100.00
618GS2024, GS, 13-Jan-2022, 98.58, 98.59, 98.59, 98.59, 98.59, 98.59, 98.59, 200, 0.20, 1, 200, 100.00
63MOONS, EQ, 13-Jan-2022, 336.75, 345.70, 351.90, 319.95, 321.40, 321.95, 332.74, 850549, 2830.16, 20106, 364624, 42.87
667GS2035, GS, 13-Jan-2022, 98.00, 99.95, 99.95, 99.95, 99.95, 99.95, 99.95, 100, 0.10, 1, 100, 100.00
667GS2050, GS, 13-Jan-2022, 97.00, 96.99, 96.99, 96.00, 96.00, 96.00, 96.13, 9222, 8.87, 28, 9220, 99.98
676GS2061, GS, 13-Jan-2022, 100.00, 102.00, 102.00, 102.00, 102.00, 102.00, 102.00, 1, 0.00, 1, 1, 100.00
68GS2060, GS, 13-Jan-2022, 101.00, 106.00, 106.00, 106.00, 106.00, 106.00, 106.00, 1, 0.00, 1, 1, 100.00
695GS2061, GS, 13-Jan-2022, 94.00, 94.10, 94.10, 94.10, 94.10, 94.10, 94.10, 500, 0.47, 1, 500, 100.00
699GS2051, GS, 13-Jan-2022, 97.00, 99.69, 99.70, 99.00, 99.00, 99.00, 99.58, 6370, 6.34, 8, 6370, 100.00
