SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
20MICRONS, EQ, 04-Nov-2021, 58.40, 60.00, 60.00, 58.75, 59.95, 59.75, 59.62, 33522, 19.99, 423, 25797, 76.96
21STCENMGM, EQ, 04-Nov-2021, 57.60, 58.75, 58.75, 58.75, 58.75, 58.75, 58.75, 2420, 1.42, 7, 2420, 100.00
3IINFOLTD, BE, 04-Nov-2021, 45.60, 47.85, 47.85, 47.85, 47.85, 47.85, 47.85, 3048, 1.46, 92, -, -
3MINDIA, EQ, 04-Nov-2021, 26758.15, 26605.00, 26861.00, 26551.90, 26737.00, 26669.00, 26717.13, 583, 155.76, 377, 349, 59.86
3PLAND, EQ, 04-Nov-2021, 13.10, 13.70, 13.70, 12.55, 13.05, 13.20, 13.11, 937, 0.12, 41, 553, 59.02
5PAISA, EQ, 04-Nov-2021, 432.50, 435.60, 441.00, 435.00, 439.00, 438.45, 438.43, 1980, 8.68, 176, 1538, 77.68
63MOONS, EQ, 04-Nov-2021, 98.30, 98.95, 99.25, 98.15, 98.25, 98.45, 98.61, 15000, 14.79, 381, 11070, 73.80
667GS2050, GS, 04-Nov-2021, 97.99, 97.99, 98.25, 97.99, 98.25, 98.25, 98.02, 111, 0.11, 3, 111, 100.00
676GS2061, GS, 04-Nov-2021, 98.00, 97.99, 97.99, 95.50, 97.00, 97.91, 97.79, 9273, 9.07, 15, 9173, 98.92
719GS2060, GS, 04-Nov-2021, 109.00, 104.00, 104.10, 104.00, 104.10, 104.00, 104.01, 800, 0.83, 4, 800, 100.00
A2ZINFRA, EQ, 04-Nov-2021, 4.95, 5.05, 5.15, 4.95, 5.00, 5.00, 5.07, 312237, 15.83, 480, 269236, 86.23
AAATECH, SM, 04-Nov-2021, 55.50, 56.00, 61.00, 56.00, 60.00, 60.50, 59.99, 21000, 12.60, 7, 12000, 57.14
AAKASH, EQ, 04-Nov-2021, 201.90, 196.70, 211.50, 196.70, 211.00, 208.40, 208.19, 16686, 34.74, 285, 14450, 86.60
AAREYDRUGS, EQ, 04-Nov-2021, 33.15, 34.90, 34.90, 32.85, 33.15, 33.45, 33.44, 7965, 2.66, 137, 5303, 66.58
AARON, EQ, 04-Nov-2021, 108.10, 108.10, 112.90, 108.10, 109.55, 109.95, 109.96, 1517, 1.67, 44, 864, 56.95
AARTIDRUGS, EQ, 04-Nov-2021, 563.25, 599.70, 599.70, 567.70, 578.30, 576.80, 578.83, 97406, 563.82, 6508, 35058, 35.99
AARTIIND, EQ, 04-Nov-2021, 947.65, 955.00, 960.90, 951.15, 958.85, 958.55, 957.69, 158886, 1521.64, 11624, 84914, 53.44
AARTISURF, EQ, 04-Nov-2021, 1252.30, 1259.90, 1322.00, 1255.15, 1280.10, 1284.65, 1280.46, 5969, 76.43, 904, 2857, 47.86
AARVEEDEN, EQ, 04-Nov-2021, 26.65, 26.70, 27.35, 26.50, 26.95, 26.80, 26.96, 15056, 4.06, 85, 11147, 74.04
AARVI, EQ, 04-Nov-2021, 55.35, 58.80, 58.80, 55.50, 56.50, 56.50, 56.65, 3309, 1.87, 60, 3120, 94.29
AAVAS, EQ, 04-Nov-2021, 2795.15, 2805.00, 2816.10, 2785.25, 2795.00, 2795.10, 2797.77, 3652, 102.17, 666, 2263, 61.97
ABAN, BE, 04-Nov-2021, 54.95, 53.80, 55.60, 53.50, 55.20, 54.90, 54.53, 36969, 20.16, 473, -, -
ABB, EQ, 04-Nov-2021, 2068.95, 2076.25, 2123.70, 2060.00, 2105.00, 2105.65, 2101.55, 42743, 898.26, 3293, 18200, 42.58
ABBOTINDIA, EQ, 04-Nov-2021, 20296.00, 20390.00, 20469.45, 20207.35, 20320.00, 20295.05, 20338.99, 1687, 343.12, 896, 922, 54.65
ABCAPITAL, EQ, 04-Nov-2021, 105.20, 106.00, 106.70, 105.00, 105.50, 105.40, 105.66, 629031, 664.64, 7181, 300767, 47.81
ABFRL, EQ, 04-Nov-2021, 285.15, 285.25, 292.00, 282.50, 290.50, 289.80, 287.52, 1593904, 4582.79, 21304, 465337, 29.19
ABMINTLLTD, EQ, 04-Nov-2021, 107.85, 111.90, 111.90, 107.00, 109.00, 108.20, 107.98, 792, 0.86, 32, 418, 52.78
ABSLAMC, EQ, 04-Nov-2021, 640.60, 642.00, 648.90, 638.00, 648.00, 646.35, 646.81, 59104, 382.29, 4791, 38738, 65.54
ABSLBANETF, EQ, 04-Nov-2021, 391.90, 394.07, 394.52, 393.31, 393.31, 393.65, 393.80, 171, 0.67, 9, 117, 68.42
ABSLNN50ET, EQ, 04-Nov-2021, 432.64, 437.99, 437.99, 437.99, 437.99, 437.99, 437.99, 84, 0.37, 6, 84, 100.00
ACC, EQ, 04-Nov-2021, 2420.50, 2425.90, 2437.45, 2419.05, 2434.00, 2431.45, 2429.58, 68940, 1674.95, 4470, 34142, 49.52
ACCELYA, EQ, 04-Nov-2021, 1159.45, 1185.00, 1213.00, 1175.05, 1200.00, 1198.70, 1198.21, 13908, 166.65, 1227, 8175, 58.78
ACCURACY, EQ, 04-Nov-2021, 177.60, 176.00, 184.85, 176.00, 181.95, 182.05, 182.58, 14545, 26.56, 394, 9908, 68.12
ACE, EQ, 04-Nov-2021, 253.50, 256.40, 258.80, 256.00, 256.95, 256.70, 257.01, 242127, 622.29, 6729, 150332, 62.09
ACRYSIL, EQ, 04-Nov-2021, 746.05, 777.00, 778.80, 762.80, 771.95, 770.80, 771.91, 66297, 511.75, 3443, 51716, 78.01
ADANIENT, EQ, 04-Nov-2021, 1485.90, 1495.00, 1511.50, 1483.00, 1487.00, 1489.45, 1494.15, 272261, 4067.98, 7764, 117493, 43.15
ADANIGREEN, EQ, 04-Nov-2021, 1204.50, 1215.00, 1224.80, 1195.10, 1202.00, 1200.40, 1207.22, 37041, 447.17, 3396, 24629, 66.49
ADANIPORTS, EQ, 04-Nov-2021, 709.20, 713.00, 716.45, 713.00, 713.00, 713.70, 714.20, 453287, 3237.39, 13384, 204054, 45.02
ADANIPOWER, EQ, 04-Nov-2021, 103.25, 105.20, 106.50, 104.75, 105.45, 105.40, 105.35, 1680073, 1769.98, 23478, 1195388, 71.15
ADANITRANS, BE, 04-Nov-2021, 1843.35, 1850.00, 1885.00, 1790.35, 1821.00, 1817.50, 1835.21, 13649, 250.49, 1915, -, -
ADFFOODS, EQ, 04-Nov-2021, 863.65, 872.30, 875.00, 850.00, 860.10, 860.10, 863.03, 2732, 23.58, 388, 1767, 64.68
ADL, BE, 04-Nov-2021, 47.40, 47.40, 49.50, 45.50, 46.00, 48.95, 48.32, 1342, 0.65, 28, -, -
ADORWELD, EQ, 04-Nov-2021, 705.40, 717.90, 717.90, 690.30, 694.00, 698.15, 699.56, 4082, 28.56, 405, 2322, 56.88
ADROITINFO, EQ, 04-Nov-2021, 10.80, 11.00, 11.30, 11.00, 11.30, 11.25, 11.28, 7001, 0.79, 40, 6999, 99.97
ADSL, EQ, 04-Nov-2021, 88.55, 91.00, 91.90, 89.10, 90.00, 89.95, 90.12, 104122, 93.83, 1526, 73278, 70.38
ADVANIHOTR, EQ, 04-Nov-2021, 76.20, 76.75, 78.55, 76.25, 77.20, 77.80, 77.55, 6437, 4.99, 73, 4927, 76.54
ADVENZYMES, EQ, 04-Nov-2021, 366.40, 366.50, 368.35, 362.00, 365.50, 364.15, 364.24, 62688, 228.34, 2672, 41219, 65.75
AEGISCHEM, EQ, 04-Nov-2021, 210.10, 210.95, 213.90, 210.95, 211.50, 211.70, 211.93, 107824, 228.52, 3828, 72757, 67.48
AFFLE, EQ, 04-Nov-2021, 1059.40, 1072.80, 1085.30, 1062.00, 1084.90, 1082.65, 1081.40, 83230, 900.05, 10555, 62973, 75.66
AGARIND, EQ, 04-Nov-2021, 352.80, 359.95, 360.90, 351.85, 358.00, 354.15, 356.78, 18105, 64.60, 627, 13363, 73.81
AGCNET, BE, 04-Nov-2021, 984.05, 957.00, 1004.95, 957.00, 965.05, 982.80, 983.94, 229, 2.25, 28, -, -
AGRITECH, BE, 04-Nov-2021, 69.45, 70.80, 70.80, 66.80, 69.95, 69.80, 69.64, 1797, 1.25, 31, -, -
AGROPHOS, EQ, 04-Nov-2021, 17.50, 18.40, 18.40, 17.10, 17.90, 17.85, 17.97, 54869, 9.86, 232, 37387, 68.14
AHLADA, EQ, 04-Nov-2021, 162.20, 167.00, 170.30, 162.00, 168.15, 166.60, 166.62, 12549, 20.91, 288, 9581, 76.35
AHLEAST, EQ, 04-Nov-2021, 183.75, 180.00, 189.40, 180.00, 185.00, 185.00, 184.57, 1999, 3.69, 35, 1723, 86.19
AHLUCONT, EQ, 04-Nov-2021, 389.00, 396.00, 399.00, 390.10, 398.00, 396.80, 395.68, 27040, 106.99, 1206, 21746, 80.42
AHLWEST, BZ, 04-Nov-2021, 254.10, 242.00, 266.50, 242.00, 266.00, 266.00, 258.11, 176, 0.45, 7, -, -
AIAENG, EQ, 04-Nov-2021, 1879.80, 1899.00, 1919.00, 1892.40, 1907.00, 1905.90, 1906.59, 1713, 32.66, 377, 1107, 64.62
AIRAN, EQ, 04-Nov-2021, 19.30, 19.60, 20.10, 19.50, 19.70, 19.85, 19.88, 78914, 15.69, 303, 69002, 87.44
AIROLAM, EQ, 04-Nov-2021, 63.05, 66.80, 66.80, 63.00, 63.60, 63.90, 63.44, 11046, 7.01, 93, 8304, 75.18
AIRTELPP, E1, 04-Nov-2021, 349.75, 359.00, 359.70, 350.25, 357.75, 356.25, 355.92, 147717, 525.75, 1574, 118466, 80.20
AJANTPHARM, EQ, 04-Nov-2021, 2185.50, 2204.40, 2209.90, 2178.10, 2181.05, 2188.30, 2194.61, 5279, 115.85, 686, 3030, 57.40
AJMERA, BE, 04-Nov-2021, 335.25, 342.00, 343.80, 332.10, 338.00, 339.25, 340.06, 3888, 13.22, 88, -, -
AJOONI, EQ, 04-Nov-2021, 63.10, 64.90, 64.90, 62.50, 63.00, 63.20, 63.58, 21783, 13.85, 226, 14845, 68.15
AJRINFRA, EQ, 04-Nov-2021, 1.30, 1.30, 1.35, 1.25, 1.35, 1.35, 1.34, 695478, 9.30, 488, 643929, 92.59
AKASH, EQ, 04-Nov-2021, 237.30, 238.50, 241.00, 236.75, 240.50, 238.05, 238.80, 31862, 76.09, 150, 24271, 76.18
AKG, EQ, 04-Nov-2021, 40.45, 40.45, 42.50, 39.95, 41.00, 41.25, 40.85, 20949, 8.56, 131, 17515, 83.61
AKSHARCHEM, EQ, 04-Nov-2021, 463.70, 470.00, 475.00, 450.00, 455.60, 456.90, 460.23, 36904, 169.84, 2782, 27300, 73.98
AKSHOPTFBR, EQ, 04-Nov-2021, 8.45, 8.60, 8.85, 8.60, 8.85, 8.85, 8.83, 326614, 28.83, 947, 293281, 89.79
AKZOINDIA, EQ, 04-Nov-2021, 2089.60, 2109.95, 2300.00, 2100.00, 2134.55, 2125.80, 2139.37, 4856, 103.89, 606, 3458, 71.21
ALANKIT, EQ, 04-Nov-2021, 17.40, 17.60, 17.70, 17.15, 17.20, 17.35, 17.40, 125141, 21.77, 719, 96038, 76.74
ALBERTDAVD, EQ, 04-Nov-2021, 607.60, 605.70, 613.05, 604.05, 605.00, 608.85, 608.11, 2931, 17.82, 264, 1941, 66.22
ALEMBICLTD, EQ, 04-Nov-2021, 106.40, 106.40, 107.80, 106.40, 107.35, 107.15, 107.06, 49477, 52.97, 1009, 28460, 57.52
ALICON, EQ, 04-Nov-2021, 759.70, 765.10, 775.00, 765.10, 766.10, 769.05, 770.00, 1791, 13.79, 155, 1296, 72.36
ALKALI, EQ, 04-Nov-2021, 95.40, 97.90, 97.95, 94.00, 96.50, 96.35, 96.45, 28821, 27.80, 506, 16736, 58.07
ALKEM, EQ, 04-Nov-2021, 3650.95, 3654.20, 3669.90, 3644.90, 3652.00, 3648.10, 3653.54, 3704, 135.33, 688, 1588, 42.87
ALKYLAMINE, EQ, 04-Nov-2021, 3325.40, 3364.35, 3394.95, 3258.90, 3377.00, 3376.55, 3367.89, 23682, 797.58, 5708, 16388, 69.20
ALLCARGO, EQ, 04-Nov-2021, 338.25, 345.00, 350.40, 342.00, 346.40, 347.75, 347.25, 975545, 3387.63, 16251, 231108, 23.69
ALLSEC, EQ, 04-Nov-2021, 576.65, 581.00, 589.00, 572.00, 581.10, 577.95, 579.07, 30510, 176.67, 2044, 23632, 77.46
ALMONDZ, EQ, 04-Nov-2021, 139.30, 145.70, 146.25, 135.95, 146.25, 146.20, 144.87, 22600, 32.74, 380, 18169, 80.39
ALOKINDS, EQ, 04-Nov-2021, 22.90, 23.00, 23.10, 22.85, 23.05, 23.00, 22.97, 1948111, 447.45, 5574, 1128798, 57.94
ALPA, EQ, 04-Nov-2021, 50.75, 50.80, 53.90, 50.80, 51.80, 51.65, 51.97, 17929, 9.32, 355, 13820, 77.08
ALPHAGEO, EQ, 04-Nov-2021, 365.75, 366.00, 377.00, 366.00, 370.00, 373.65, 373.44, 16986, 63.43, 1025, 9085, 53.49
ALPSINDUS, BE, 04-Nov-2021, 3.45, 3.45, 3.60, 3.45, 3.60, 3.55, 3.55, 24971, 0.89, 74, -, -
AMARAJABAT, EQ, 04-Nov-2021, 694.55, 703.90, 704.75, 700.00, 703.00, 703.00, 702.66, 148738, 1045.13, 9495, 99306, 66.77
AMBER, EQ, 04-Nov-2021, 3530.30, 3547.90, 3608.85, 3502.25, 3525.00, 3551.25, 3571.27, 31248, 1115.95, 3945, 9495, 30.39
AMBICAAGAR, EQ, 04-Nov-2021, 18.90, 18.90, 19.65, 18.20, 19.05, 18.70, 18.75, 13210, 2.48, 108, 9969, 75.47
AMBIKCO, EQ, 04-Nov-2021, 2281.90, 2281.50, 2285.00, 2227.05, 2285.00, 2260.10, 2254.47, 32029, 722.08, 2783, 21226, 66.27
AMBUJACEM, EQ, 04-Nov-2021, 412.90, 413.20, 414.70, 412.25, 413.35, 413.20, 413.22, 320391, 1323.93, 8171, 191651, 59.82
AMDIND, EQ, 04-Nov-2021, 35.50, 36.50, 36.50, 35.60, 36.30, 36.15, 36.20, 12627, 4.57, 139, 9158, 72.53
AMIORG, EQ, 04-Nov-2021, 1040.15, 1050.00, 1063.05, 1045.00, 1058.00, 1056.05, 1055.35, 41025, 432.96, 2939, 24238, 59.08
AMJLAND, EQ, 04-Nov-2021, 34.15, 34.85, 34.90, 33.20, 34.90, 34.35, 34.38, 18206, 6.26, 186, 14721, 80.86
AMRUTANJAN, EQ, 04-Nov-2021, 925.55, 939.90, 995.00, 934.95, 990.00, 975.00, 965.28, 103719, 1001.18, 9922, 52182, 50.31
ANANTRAJ, BE, 04-Nov-2021, 65.70, 67.75, 67.75, 66.10, 66.85, 67.05, 66.99, 120227, 80.54, 497, -, -
ANDHRACEMT, EQ, 04-Nov-2021, 17.90, 17.95, 18.25, 17.15, 18.00, 18.05, 17.76, 410145, 72.85, 1622, 279599, 68.17
ANDHRAPAP, EQ, 04-Nov-2021, 229.55, 229.95, 236.15, 229.95, 235.95, 234.85, 234.77, 11901, 27.94, 334, 9000, 75.62
ANDHRSUGAR, EQ, 04-Nov-2021, 643.40, 640.20, 655.00, 640.10, 640.10, 642.90, 645.18, 11777, 75.98, 781, 6337, 53.81
ANDREWYU, EQ, 04-Nov-2021, 24.00, 24.30, 24.45, 24.00, 24.30, 24.20, 24.26, 56817, 13.78, 367, 40588, 71.44
ANGELBRKG, EQ, 04-Nov-2021, 1225.15, 1233.95, 1261.05, 1233.00, 1237.00, 1246.30, 1247.68, 135738, 1693.57, 7015, 65050, 47.92
ANIKINDS, EQ, 04-Nov-2021, 22.45, 22.95, 23.50, 22.95, 23.25, 23.15, 23.28, 24960, 5.81, 150, 20936, 83.88
ANKITMETAL, BE, 04-Nov-2021, 5.05, 5.30, 5.30, 4.80, 5.30, 5.30, 5.24, 405595, 21.24, 493, -, -
ANMOL, EQ, 04-Nov-2021, 147.35, 150.55, 150.55, 145.50, 150.00, 148.70, 149.18, 6511, 9.71, 166, 5650, 86.78
ANSALAPI, BE, 04-Nov-2021, 13.70, 14.00, 14.00, 13.25, 13.35, 13.40, 13.56, 120908, 16.39, 264, -, -
ANSALHSG, EQ, 04-Nov-2021, 6.50, 6.70, 6.70, 6.45, 6.60, 6.50, 6.55, 49510, 3.24, 145, 39204, 79.18
ANTGRAPHIC, BE, 04-Nov-2021, 0.65, 0.60, 0.70, 0.60, 0.60, 0.60, 0.62, 9050, 0.06, 15, -, -
ANUP, EQ, 04-Nov-2021, 1057.35, 1067.70, 1072.15, 1042.00, 1043.00, 1052.80, 1059.52, 4042, 42.83, 692, 2502, 61.90
ANURAS, EQ, 04-Nov-2021, 800.65, 805.95, 815.00, 801.00, 803.00, 805.05, 808.08, 12714, 102.74, 710, 8073, 63.50
APARINDS, EQ, 04-Nov-2021, 685.70, 687.00, 699.50, 687.00, 694.55, 694.15, 694.00, 14102, 97.87, 811, 8207, 58.20
APCL, EQ, 04-Nov-2021, 385.75, 389.60, 392.40, 385.00, 389.95, 388.55, 389.32, 6353, 24.73, 371, 4809, 75.70
APCOTEXIND, EQ, 04-Nov-2021, 393.40, 399.30, 402.90, 387.15, 395.00, 395.90, 396.71, 46820, 185.74, 2563, 18889, 40.34
APEX, EQ, 04-Nov-2021, 278.35, 280.45, 286.40, 279.05, 286.00, 285.15, 284.45, 40879, 116.28, 1663, 26966, 65.97
APLAPOLLO, EQ, 04-Nov-2021, 845.75, 860.00, 865.00, 855.00, 860.00, 862.45, 862.05, 153005, 1318.98, 9062, 107326, 70.15
APLLTD, EQ, 04-Nov-2021, 773.15, 779.00, 780.20, 773.35, 779.00, 778.05, 777.09, 23498, 182.60, 1399, 14800, 62.98
APOLLO, EQ, 04-Nov-2021, 117.10, 119.90, 120.80, 118.10, 120.70, 120.25, 119.89, 63029, 75.57, 1503, 46218, 73.33
APOLLOHOSP, EQ, 04-Nov-2021, 4438.60, 4448.00, 4478.00, 4419.85, 4426.00, 4438.55, 4455.56, 69818, 3110.78, 6683, 17810, 25.51
APOLLOPIPE, EQ, 04-Nov-2021, 1716.85, 1750.00, 1783.90, 1720.05, 1770.00, 1769.05, 1759.62, 16956, 298.36, 1482, 13007, 76.71
APOLLOTYRE, EQ, 04-Nov-2021, 220.60, 222.75, 223.50, 221.30, 222.50, 222.55, 222.71, 294162, 655.13, 5495, 170104, 57.83
APOLSINHOT, EQ, 04-Nov-2021, 815.95, 815.95, 820.00, 800.55, 805.00, 808.95, 807.11, 186, 1.50, 39, 126, 67.74
APTECHT, EQ, 04-Nov-2021, 350.60, 352.00, 370.00, 352.00, 365.00, 364.60, 363.90, 175152, 637.38, 3933, 94224, 53.80
