SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
20MICRONS,EQ,27-DEC-2011,63.6,65.05,65.8,62.35,62.6,62.75,0,81636,5225874,0,0,0
3IINFOTECH,EQ,27-DEC-2011,12.5,12.55,12.65,12.2,12.3,12.35,0,2180878,27032477.75,0,0,0
3MINDIA,EQ,27-DEC-2011,3680,3678.95,3678.95,3626,3626,3626,0,4,14597.9,0,0,0
A2ZMES,EQ,27-DEC-2011,92.45,92.5,92.85,89.1,90.45,89.95,0,97599,8861937.05,0,0,0
AANJANEYA,EQ,27-DEC-2011,513.35,500,509,492.85,506,504.7,0,119308,59758483.05,0,0,0
AARTIDRUGS,EQ,27-DEC-2011,74.75,76,79,76,76.05,76.65,0,1607,122740.65,0,0,0
AARTIIND,EQ,27-DEC-2011,47.85,48,48.05,47.3,47.3,47.8,0,45705,2179285.85,0,0,0
AARVEEDEN,EQ,27-DEC-2011,29,29.05,29.85,28.6,28.85,29.75,0,1033,30187.85,0,0,0
ABAN,EQ,27-DEC-2011,337.6,338.75,346.6,334.25,338.5,337.3,0,602153,204983200.75,0,0,0
ABB,EQ,27-DEC-2011,594,592.95,593.5,586,586.05,587.05,0,33161,19546772.35,0,0,0
ABBOTINDIA,EQ,27-DEC-2011,1431.85,1422,1452.95,1420,1420,1423.4,0,349,498709.05,0,0,0
ABCIL,EQ,27-DEC-2011,72.55,72,74.6,70.5,73,73,0,884,64484.35,0,0,0
ABGSHIP,EQ,27-DEC-2011,388.35,393,393.4,376.5,387,386.6,0,153015,59348683,0,0,0
ABHISHEK,EQ,27-DEC-2011,7.95,8.5,8.75,8,8.35,8.35,0,4395,36855.35,0,0,0
ABIRLANUVO,EQ,27-DEC-2011,763.35,769.6,771,750.3,759,753.95,0,38168,29028745.65,0,0,0
ACC,EQ,27-DEC-2011,1159.2,1164,1180.9,1158.6,1172.15,1174.65,0,283885,332891070.25,0,0,0
ACE,EQ,27-DEC-2011,29.5,35,35,28.55,28.7,28.75,0,25893,757689.45,0,0,0
ACROPETAL,EQ,27-DEC-2011,11.55,11.65,11.75,11.35,11.75,11.7,0,35173,408134.4,0,0,0
ADANIENT,EQ,27-DEC-2011,326.1,326.85,330.15,318,318,321.8,0,183426,59286109.8,0,0,0
ADANIPOWER,EQ,27-DEC-2011,68.1,68.55,68.6,66.7,66.8,67.1,0,151118,10236382.05,0,0,0
ADFFOODS,EQ,27-DEC-2011,49.3,50.1,52,47.55,51.15,51.45,0,21201,1074839.7,0,0,0
ADHUNIK,EQ,27-DEC-2011,38.9,39,39.25,38.3,38.45,38.5,0,26159,1012146.45,0,0,0
ADORWELD,EQ,27-DEC-2011,116.65,116.4,119,114,114,115.7,0,1217,142299.95,0,0,0
ADSL,EQ,27-DEC-2011,21.65,21.8,21.8,20.65,20.7,20.75,0,90325,1897953.7,0,0,0
ADVANIHOTR,EQ,27-DEC-2011,33,33,33,33,33,33,0,351,11583,0,0,0
ADVANTA,EQ,27-DEC-2011,259.7,260,260,251.05,251.55,251.95,0,54464,13856242.3,0,0,0
AEGISCHEM,EQ,27-DEC-2011,107.4,106,111,106,107.85,107.15,0,8750,944704.7,0,0,0
AFL,EQ,27-DEC-2011,36.1,35.5,36.9,35.5,36.35,36.3,0,3072,110855.4,0,0,0
AFTEK,EQ,27-DEC-2011,9.55,9.75,9.8,9.55,9.6,9.6,0,58144,560613.2,0,0,0
AGCNET,EQ,27-DEC-2011,130,132,133,128,128,128.15,0,823,105396.6,0,0,0
AGRE,EQ,27-DEC-2011,30.85,32.4,33,30.55,31.2,31.2,0,1112,35979.65,0,0,0
AGRODUTCH,EQ,27-DEC-2011,5.4,5.2,5.4,5.2,5.3,5.35,0,5871,31195.2,0,0,0
AHLEAST,EQ,27-DEC-2011,320.25,318,325,304,320,318.65,0,2671,854423,0,0,0
AHLUCONT,EQ,27-DEC-2011,57.2,58,58,52.25,54,54.2,0,2738,150969.8,0,0,0
AHLWEST,EQ,27-DEC-2011,119.85,118,124,117.35,124,120.8,0,281,33218.4,0,0,0
AHMEDFORGE,EQ,27-DEC-2011,82.6,83.9,86,81.2,85.75,85.15,0,6135,517869.55,0,0,0
AIAENG,EQ,27-DEC-2011,272.05,270.05,276.95,270,275,275,0,101704,27967287.15,0,0,0
AJANTPHARM,EQ,27-DEC-2011,312.8,313.95,313.95,302.25,305.35,306.75,0,3222,996075.4,0,0,0
AJMERA,EQ,27-DEC-2011,100.4,101,101.9,98.55,98.9,99.55,0,1330,132514.7,0,0,0
AKSHOPTFBR,EQ,27-DEC-2011,7,7,7.2,6.85,7,7,0,90650,633375.05,0,0,0
AKZOINDIA,EQ,27-DEC-2011,763.7,749.6,778,749.6,765,768.8,0,510,390570.7,0,0,0
ALBK,EQ,27-DEC-2011,124.05,124.05,125.3,120.25,120.75,121.15,0,1422689,175390122.1,0,0,0
ALCHEM,EQ,27-DEC-2011,124.65,118.45,118.45,118.45,118.45,118.45,0,107,12674.15,0,0,0
