SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
20MICRONS,EQ,17-JUN-2011,49.05,49.9,51.25,48.9,49.25,50.5,0,17942,905603.4,0,0,0
3IINFOTECH,EQ,17-JUN-2011,47.45,47.5,47.8,46.15,46.3,46.45,0,958440,44903341.55,0,0,0
3MINDIA,EQ,17-JUN-2011,4012.85,3971.65,4000,3900,3900.1,3927.05,0,111,438833.85,0,0,0
A2ZMES,EQ,17-JUN-2011,255.35,220,270.9,220,257,257.45,0,1497160,395431522.9,0,0,0
AANJANEYA,EQ,17-JUN-2011,365.4,366.2,379.8,345.6,349.25,350.3,0,2376276,864074640.35,0,0,0
AARTIDRUGS,EQ,17-JUN-2011,129,130.5,130.5,127.25,128.4,129.3,0,2471,318060.8,0,0,0
AARTIIND,EQ,17-JUN-2011,50.25,50.35,52.95,50.25,50.5,50.75,0,222755,11427166.2,0,0,0
AARVEEDEN,EQ,17-JUN-2011,53.3,54,55.55,52,53.9,53.9,0,1119,60933.05,0,0,0
ABAN,EQ,17-JUN-2011,547.05,545,551.55,540,543.75,543.85,0,418125,227809320.65,0,0,0
ABB,EQ,17-JUN-2011,842.6,843.5,850.95,836,837,840.05,0,18893,15905080.6,0,0,0
ABBOTINDIA,EQ,17-JUN-2011,1435.45,1465,1465,1427.45,1427.45,1429.95,0,1436,2058591,0,0,0
ABCIL,EQ,17-JUN-2011,124.9,126,126,121.05,122.05,122.2,0,3602,441343.75,0,0,0
ABGSHIP,EQ,17-JUN-2011,373.6,375,376.95,365.5,366.2,368.7,0,97832,36241659.9,0,0,0
ABHISHEK,EQ,17-JUN-2011,15,15,15,14.75,15,14.8,0,4109,60780.55,0,0,0
ABIRLANUVO,EQ,17-JUN-2011,901.95,896.05,910.75,847.4,860.05,860.85,0,293482,253631588.4,0,0,0
ACC,EQ,17-JUN-2011,961.65,962.1,974,953.15,959,959.85,0,222035,213978974.05,0,0,0
