SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
1018GS2026, GS, 18-Apr-2024, 113.00, 114.00, 114.00, 107.81, 113.00, 113.00, 113.08, 8602, 9.73, 12, 8600, 99.98
20MICRONS, EQ, 18-Apr-2024, 151.15, 150.25, 161.80, 150.05, 151.70, 151.90, 155.45, 186251, 289.53, 7611, 74858, 40.19
21STCENMGM, BE, 18-Apr-2024, 51.30, 52.20, 52.30, 50.30, 52.30, 52.30, 51.83, 8501, 4.41, 52, -, -
360ONE, EQ, 18-Apr-2024, 750.80, 757.60, 900.95, 754.20, 794.90, 799.40, 814.85, 2222350, 18108.80, 91247, 686769, 30.90
3IINFOLTD, EQ, 18-Apr-2024, 39.80, 40.20, 40.70, 39.35, 39.55, 39.55, 39.93, 1017505, 406.28, 6225, 595072, 58.48
3MINDIA, EQ, 18-Apr-2024, 29759.60, 29942.30, 29999.95, 29250.50, 29348.00, 29385.25, 29615.33, 2183, 646.50, 1365, 1029, 47.14
3PLAND, BE, 18-Apr-2024, 30.85, 31.90, 32.35, 29.75, 31.40, 31.10, 31.16, 7644, 2.38, 55, -, -
515GS2025, GS, 18-Apr-2024, 98.45, 98.43, 98.43, 98.43, 98.43, 98.43, 98.43, 1, 0.00, 1, 1, 100.00
522GS2025, GS, 18-Apr-2024, 98.95, 99.80, 99.80, 99.80, 99.80, 99.80, 99.80, 31, 0.03, 2, 31, 100.00
574GS2026, GS, 18-Apr-2024, 98.45, 98.50, 98.50, 98.50, 98.50, 98.50, 98.50, 100, 0.10, 1, 100, 100.00
585GS2030, GS, 18-Apr-2024, 95.25, 95.25, 95.25, 95.25, 95.25, 95.25, 95.25, 4, 0.00, 1, 4, 100.00
5PAISA, EQ, 18-Apr-2024, 540.60, 549.00, 571.00, 549.00, 560.00, 558.70, 562.42, 132115, 743.04, 11780, 42272, 32.00
610GS2031, GS, 18-Apr-2024, 96.00, 98.40, 98.40, 98.40, 98.40, 98.40, 98.40, 1, 0.00, 1, 1, 100.00
613GS2028, GS, 18-Apr-2024, 96.45, 98.55, 98.55, 98.55, 98.55, 98.55, 98.55, 1, 0.00, 1, 1, 100.00
618GS2024, GS, 18-Apr-2024, 102.25, 102.25, 102.25, 102.25, 102.25, 102.25, 102.25, 26, 0.03, 5, 26, 100.00
